QCM || Question 1 ||  Dans le cas de l'action de stimuli physiologiques en excès, les cellules ne réagissent pas  |  La réponse cellulaire à l'agression dépend de l'intensité et de la durée d'action de l'agent impliqué  |  Les  réversibles aiguës présentent des changements de la différenciation cellulaire |  L'incapacité d'une cellule à s'adapter à un stimulus provoque la mort cellulaire  |  La réponse cellulaire à l'agression est identique pour tous les types cellulaires  |  La lésion est une altération morphologique cellulaire causée par de divers stimuli pathologiques  |  La cellule réagit à l'agression, modifiant son métabolisme et sa structure pour survivre  |  La nécrose est la première manifestation survenant dans la cellule sous l'action d'un agent pathogène d'intensité réduite  |  La réponse cellulaire à l'agression dépend de type cellulaire  |  Dans les  chroniques réversibles ne se produit aucun changement dans la structure cellulaire 
QCM || Question 58 ||  La nécrose caséeuse est éosinophile homogène avec/sans résidus nucléaires  |  Cʼest un granulome d'étiologie inconnue  |  Montre une tendance à la nécrose de liquéfaction  |  Montre la tendance à la confluence  |  Il est présent dans la sarcoïdose  |  Présente une tendance à la nécrose de caséification  |  Il représente la lésion microscopique caractéristique de l'inflammation tuberculeuse  |  C'est une lésion micronodulaire composée d'un seul type de cellule  |  Il est constitué de cellules géantes multinucléées de type Langhans, de cellules épithélioïdes, de lymphocytes  |  C'est un granulome à corps étranger 
QCM || Question 59 ||  La cellule géante est entourée de plages de cellules glandulaires  |  Contient des cellules géantes multinucléées (Langhans)  |  Contient des cellules épithélioïdes  |  Cʼest la lésion microscopique caractéristique de l'inflammation tuberculeuse  |  Les cellules épithélioïdes sont polymorphonucléaires modifiées  |  On le trouve exclusivement dans le poumon  |  Il ne se produit pas au niveau des organes parenchymateux  |  Il montre une couronne de lymphocytes à la périphérie  |  La nécrose caséeuse débute au centre du granulome  |  On le trouve uniquement dans la péritonite tuberculeuse 
QCM || Question 60 ||  Endobronchique  |  Anaplasique  |  Thromboembolique |  Le long de la membrane basale  |  Hypertrophique  |  Hématogène  |  Au long des organes cavitaires  |  De proche en proche  |  Lymphatique  |  Intra-caverneux 
QCM || Question 61 ||  Ils sont le résultat de la dissémination hématogène du bacille de Koch  |  Peuvent intéresser plusieurs organes (poumon, foie, rate, méninges, reins) |  Contiennent nécrose de de caséification  |  Sont caractéristiques pour la bronchopneumonie tuberculeuse  |  Couleur blanc-jaunes  |  Le contenu est formé de strates caséeuses et fibreuses  |  Sont centrés par une bronchiole, contour festonné  |  Lésion solitaire de 3-4 cm, délimitée par une capsule fibreuse avec / sans calcifications  |  Nodules blancs à contours polycycliques, irréguliers, de taille inégale 
QCM || Question 62 ||  Le granulome de type immunitaire représente l'élément caractéristique  |  Tissu conjonctif remplace le tissu détruit  |  Est spécifique pour les cellules permanentes (le tissu lésé ne peut pas régénérer) |  Aboutit à une restitution intégrale du tissue  |  Se produit lorsque la destruction tissulaire est très importante  |  Est spécifique pour les cellules labiles et stables  |  Les cellules détruites sont remplacées par des cellules épithéliales identiques  |  Est caractérisée par formation du tissu de granulation  |  Restauration morphologique et fonctionnelle des tissus endommagés par le même type de tissu 
QCM || Question 63 ||  Représente un exemple de métaplasie  |  Représente l'élément caractéristique de la réparation conjonctive  |  Tissu de granulation vasculaire est riche en capillaires néoformés, cellules inflammatoires, rare fibroblastes  |  Tissu de granulation fibrovasculaire : les fibroblastes prolifèrent, la synthèse de collagène poursuivent, une grande partie des capillaires néoformés régressent  |  Tissu de granulation fibreux contient collagène dense et rare vaisseaux à caractère mature  |  Il s'agit d'un granulome de type immuno-caséeux  |  C'est un processus néoplasique  |  C'est un granulome à corps étranger |  Est impliqué dans l'organisation conjonctive de l'infarctus du myocarde  |  Montre une tendance à la nécrose de la caséification 
QCM || Question 64 ||  Erythrocytes  |  Nombreux fibrocytes, fibres de collagène  |  Capillaires de néoformation réduits avec endothélium aplati  |  Transsudat éosinophile  |  Cellules inflammatoires mononucléées réduites  |  Fibroblastes nombreux  |  Capillaires de néoformation avec endothélium proéminent  |  Vaisseaux rares à caractère mature  |  Cellules inflammatoires (polynucléaire neutrophile, macrophages, lymphocytes)  |  Rare fibroblastes 
QCM || Question 65 ||  Dans le stade primaire au niveau de la peau on trouve des roséoles syphilitiques |  Peut être acquise ou congénitale  |  Dans le stade primaire la lésion caractéristique est le chancre dur  |  La forme acquise est une maladie vénérienne sexuellement transmissible  |  Lʼagent étiologique est Treponema pallidum  |  La syphilis congénitale est caractérisée par la présence du condylome acuminé  |  Dans le stade secondaire on a des  symétriques multiples de la peau et des muqueuses |  Dans la syphilis acquise les incisives sont en forme de croissant (dents de Hutchinson)  |  Lésion caractéristique pour la syphilis secondaire est la gome syphilitique  |  Condyloma lata est caractéristique pour le stade tertiaire 
QCM || Question 66 ||  Actinomyces israeli est un germe saprophyte dans la cavité orale  |  Les cellules géantes ont des inclusions stellaires (corps d'astéroïdes)  |  Le cytoplasme de cellules géantes contient des corps composés de calcium et de protéines (corps de Schauman)  |  Localisation de l′actinomycose est au niveau mandibulaire, dans la région de gonion  |  Cʼest une suppuration chronique produite par Actinomyces israeli  |  Des trajectoires sinusales ou des fistules se produisent à travers lesquelles un pus grumeleux, riziforme est évacué  |  Peut se situer au niveau iléo-caecale et pulmonaire  |  Microscopiquement est composée de cellules épithélioïdes et cellules géantes  |  Elle est déterminée par infections bactériennes, fongiques, bérylliose  |  Macroscopiquement se présent comme plaques blanches produites par l'hyperkératose, qui au décollement laissent des ulcérations superficielles 
QCM || Question 67 ||  La prolifération tumorale présent un degré d'autonomie  |  Accroissement incoordonné par rapport aux tissus voisins |  Prolifération cellulaire ayant tendance à persister  |  La prolifération cellulaire peut être bénigne  |  Cʼest une réaction d'adaptation  |  Remplacement d'un type de tissu mature par un autre type de tissu mature  |  Représente une diminution du nombre de cellules  |  Prolifération anormale des tissus  |  La prolifération cellulaire est physiologique  |  C'est une réaction inflammatoire 
QCM || Question 68 ||  Se développent localement  |  Ne récidivent pas après ablation chirurgicale complète  |  Lʼinvasion des tissus sous forme de prolongement qui évoquent les pinces du crabe  |  Sont bien délimitées (souvent encapsulées)  |  Il nʼy a pas dʼenvahissement des tissus voisins  |  Métastasent fréquemment  |  Le tissu tumoral reproduit la structure du tissu d'origine  |  Aucun signe de différenciation reconnaissable  |  Il existe de nombreuses mitoses atypiques  |  La prolifération cellulaire est peu différenciée 
QCM || Question 69 ||  La prolifération tumorale est physiologique  |  Présentent des foyers de nécrose et dʼhémorragie  |  N'envahissent pas les tissus environnants  |  Présentent pléomorphisme cellulaire et nucléaire  |  La prolifération cellulaire est une réaction adaptative  |  Dissémination tumorale à distance avec le développement de tumeurs secondaires (métastases)  |  Détruisent et envahissent lʼorgane dans lequel elles ont pris naissance  |  Mitoses nombreuses, anormales  |  Sont encapsulées  |  Les cellules tumorales sont morphologiquement et fonctionnellement identiques au tissu d'origine 
QCM || Question 70 ||  Se présente sous forme de nodules multiples au niveau des viscères  |  Les cellules tumorales peuvent se propager par les lymphatiques dans les ganglions régionaux  |  Est la conséquence des tumeurs bénignes  |  Représente une inflammation purulente diffuse  |  Les cellules tumorales peuvent se propager par voie hématogène et s'implantent à distance dans un autre organe  |  Définit une tumeur qui est maligne  |  Représente une réaction cellulaire réversible chronique |  Peut se produire par une organisation conjonctive  |  Les cellules cancéreuses peuvent se disséminer transcoelomique - le long des séreuses  |  Représente une calcification dystrophique 
QCM || Question 71 ||  Les nodules tumoraux sont encapsulés  |  Ce sont des tumeurs secondaires  |  Au niveau du foie, ils peuvent être d'aspect ulcéro-végétant  |  Les nodules tumoraux sont multiples  |  Les nodules tumoraux occupent le sinus sous-capsulaire du ganglion lymphatique  |  Les métastases viscérales sont fréquemment localisées au niveau du côlon  |  Les nodules tumoraux sont de différentes tailles  |  Les nodules tumoraux présentent une nécrose de caséification  |  Les métastases viscérales sont fréquemment localisées dans les poumons et le foie  |  Les nodules peuvent présenter une zone centrale de nécrose tumorale 
QCM || Question 72 ||  Lipome  |  Mélanome  |  Condylome acuminé  |  Adénome thyroïdien |  Lymphome  |  Carcinome squamocellulaire  |  Polype adénomateux  |  Papillome squamocellulaire |  Sarcome  |  Cystadénome
QCM || Question 73 ||  La membrane basale est intacte  |  C'est une tumeur épithéliale bénigne  |  L'épithélium épidermoïde proliféré infiltre les tissus environnants  |  C'est une tumeur conjonctive maligne  |  La prolifération épithéliale est disposée sur des axes conjonctivo-vasculaires  |  Lʼarchitecture générale de lʼépithélium est préservée  |  Le condylome acuminé est un papillome développé sur les muqueuses épidermoïdes et est causé par le virus du papillome humain  |  Il métastase souvent  |  C'est une tumeur conjonctive bénigne  |  C'est une tumeur épithéliale maligne 
QCM || Question 74 ||  Cʼest une prolifération dʼun épithélium cylindrique recouvrant un organe creux ou dʼun parenchyme exocrine  |  C'est une tumeur épithéliale maligne  |  Représente une prolifération du tissu musculaire lisse  |  Lʼadénome de lʼovaire a la forme d'un kyste - cystadénome  |  L'origine est dans le tissu adipeux  |  C'est une tumeur épithéliale bénigne  |  Les adénomes développés dans les organes cavitaires se présente sous forme de structures kystiques  |  Cʼest une prolifération d'épithélium squamocellulaire kératinisé stratifié  |  Lʼadénome développé dans un parenchyme glandulaire forme des nodules encapsulés  |  Lʼadénome développé dans un organe creux se présente sous forme d'un polype – polype adénomateux 
QCM || Question 75 ||  C'est une tumeur développée sur une muqueuse recouvrant un organe creux (estomac, côlon) |  C'est une tumeur épithéliale bénigne  |  Microscopiquement, il peut être tubuleux, villeux ou tubulo-villeux  |  Il a une épaisse couche de kératine en surface  |  Il est fréquemment localisé dans les organes parenchymateux endocriniens  |  Il est envahissant dans les tissus environnants  |  La présence de multiples polypes (>100) sur le côlon est appelée polypose adénomateuse familiale  |  Il métastase souvent par voie lymphatique  |  C'est une tumeur conjonctive maligne  |  La musculaire muqueuse est intacte 
QCM || Question 76 ||  Le taux de prolifération est en corrélation avec le degré de différenciation |  Le grade histologique est une mesure du progrès d'une tumeur  |  Il nʼy a pas dʼenvahissement des tissus voisins  |  Lʼévolution est lente et locale sans métastases  |  C'est une prolifération du tissu conjonctif  |  Cʼest une tumeur maligne d'origine conjonctive  |  Il métastase principalement par voie lymphatique  |  Cʼest une tumeur épithéliale bénigne  |  Certains apparaissent dans le contexte d'états précancéreux (dysplasie) 
QCM || Question 77 ||  Atrophique - dans les organes creux  |  Infiltrant - dans les organes parenchymateux  |  Végétant- dans les organes creux  |  Caverneux - au niveau de l'os  |  Végétant – dans les organes parenchymateux  |  Ulcéré - dans les organes creux  |  Ulcéré - dans les organes parenchymateux |  Infiltrant – dans les organes creux  |  Encapsulé - dans les organes cavitaires  |  Nodulaire – dans les organes parenchymateux 
QCM || Question 78 ||  C'est une tumeur épithéliale bénigne  |  Il peut se développer à partir de foyers de métaplasie épidermoïde des épithéliums cubico prismatiques  |  C'est une tumeur conjonctive maligne  |  Il peut se développer à partir de foyers de métaplasie épidermoïde des épithéliums transitionnels  |  Il peut se développer à partir du tissu lymphoïde des muqueuses  |  C'est une hyperplasie physiologique  |  C'est une tumeur épithéliale maligne  |  Il peut se développer à partir du tissu adipeux sous-cutané  |  Elle peut se développer à partir des muqueuses épidermoïdes  |  Il peut se développer à partir de l'épiderme (carcinome cutané) 
QCM || Question 79 ||  Au centre des masses tumorales est observée la production de kératine sous forme de perles (globes) cornées  |  Il prend naissance dans l'épithélium glandulaire des organes cavitaires  |  Les globes cornés (perles kératosiques) représentent l'élément marqueur diagnostique |  Il a un caractère invasif dans le derme sous-jacent  |  Il prend naissance dans le tissu conjonctif du derme  |  Par différenciation, les cellules tumorales sont chargées en mélanine  |  C'est une tumeur épithéliale bénigne  |  La sécrétion de mucus est l'élément marqueur diagnostique  |  Il est développé dʼun épithélium malpighien  |  Cʼest une tumeur maligne épithéliale 
QCM || Question 80 ||  Il peut donner des métastase par voie transcoelomique  |  Il prend naissance dans les cellules de la couche basale de l'épiderme et des annexes pilo sébacées  |  Il ne métastase pas  |  Il se produit fréquemment au niveau pulmonaire  |  Il métastase fréquemment par voie hématogène  |  Il n'est pas radiosensible  |  C'est une tumeur épithéliale maligne  |  Il est situé souvent sur la peau exposée au soleil  |  Il prend naissance dans les cellules mélanocytaires  |  Il a un caractère infiltrant local 
QCM || Question 81 ||  La tumeur est composée de cellules tumorales à disposition tubulaire  |  Au centre des îlots tumoraux les cellules forment des structures acinaires  |  Les cellules tumorales sécrètent du mucus  |  La tumeur est composée de plages tumorales séparées par un stroma réduit  |  Le pigment de bilirubine est l'élément marqueur diagnostique  |  Les cellules présentent une disposition désordonnée au centre des îlots tumoraux  |  Les cellules se groupent en îlots tumorales, en périphérie desquels adoptent une disposition palissadique  |  Tumeur ulcérée - perte de substance, ovalaire, profonde à base indurée |  Tumeur ulcérée - les bords sont indurés, légèrement saillants (ulcus rodens) |  La tumeur est composée de cellules naeviques 
QCM || Question 82 ||  Ils peuvent provenir des organes parenchymateux glandulaires endocriniens  |  Ils peuvent provenir d'organes parenchymateux glandulaires exocrines  |  Ils peuvent provenir du muscle lisse  |  On les appelle aussi carcinomes épidermoïdes  |  On les appelle adénocarcinomes  |  Ils peuvent provenir du tissu adipeux  |  Ils peuvent avoir trois degrés de différenciation (bien, moyennement et peu différenciés)  |  Au niveau de l'estomac on les appelle adénomes  |  Ils peuvent provenir des muqueuses avec des glandes (muqueuse gastrique, intestinale, endométriale)  |  Au niveau de la peau on les appelle papillomes 
QCM || Question 83 ||  Tumeur nodulaire dans les organes parenchymateux  |  Base large dʼimplantation  |  Masse tumorale encapsulée  |  Caractère infiltrant dans la paroi de l'organe  |  Surface irrégulière, proémine dans la lumière  |  La consistance de la tumeur est dure  |  Se développe dans les organes cavitaires  |  Masse tumorale en chou-fleur  |  Au niveau des cavités il s'appelle empyème  |  Au niveau du poumon il a un aspect miliaire 
QCM || Question 84 ||  La tumeur est séparée en lobules par des axes conjonctivo-vasculaires  |  Il n'a pas un caractère infiltrant  |  Base anfractueuse, recouverte de détritus nécrotiques et hémorragiques  |  C'est une inflammation localisée dans les organes cavitaires  |  Marges constituées de tissu tumoral dʼaspect en relief et irrégulier  |  S'accompagne d'une nécrose de caséification |  La masse tumorale a un aspect cystique  |  Perte de substance avec une base large et profonde, aspect cratériforme  |  Tumeur localisée dans les organes cavitaires  |  Image radiologique de niche 
QCM || Question 85 ||  Les proliférations tumorales forment des cavités plus ou moins dilatées  |  Tumeur nodulaire blanc-grisâtre enchâssé dans le parenchyme glandulaire  |  Dans les organes cavitaires - tumeur blanc-grisâtre infiltrant la paroi  |  Dans les organes parenchymateux est une tumeur encapsulée bien définie  |  Dans les organes cavitaires - lumière réduite, sténosée  |  Il est caractéristique pour les tumeurs mésenchymateuses  |  Dans les organes cavitaires est une tumeur blanc grisâtre qui ne franchis pas la paroi  |  Dans les organes cavitaires - la paroi est épaissie, rigide  |  Masse tumorale étendue, diffuse, blanchâtre qui remplace une partie du parenchyme normal  |  Dans les organes cavitaires – disparition des plis muqueux 
QCM || Question 86 ||  La tumeur est bien définie, encapsulée  |  Provient de l'épithélium glandulaire du côlon  |  La tumeur a un caractère infiltrant dans la sous-muqueuse et la couche musculaire  |  C'est une tumeur épithéliale maligne  |  La tumeur est constituée d'îlots tumoraux disposés en palissade  |  La tumeur est constituée dʼéléments tubulaires séparés par un stroma conjonctif réduit  |  La tumeur est constituée d'îlots tumoraux avec des perles kératosiques  |  Il se développe à partir de zones de métaplasie squameuse  |  Les glandes tumorales sont tapissées dʼun épithélium atypique  |  La tumeur prend naissance dans l'épithélium épidermoïde 
QCM || Question 87 ||  Tuberculome  |  Cystadénome  |  Adénome  |  Léiomyome  |  Liposarcome  |  Lipome  |  Ostéome  |  Papillome  |  Hémangiome  |  Chondrome 
QCM || Question 88 ||  Il a un caractère infiltrant dans les tissus environnants  |  Fréquemment localisé au niveau du tissu cellulaire sous-cutané  |  A la section il a une couleur jaune |  Cʼest une tumeur bénigne formée à partir de tissu adipeux mature  |  A la périphérie de la tumeur on peut voir une capsule conjonctive  |  A la section, il a une couleur brune due au pigment mélanique  |  Cʼest une tumeur maligne formée à partir de tissu adipeux  |  La tumeur située rétropéritonéal on l'appelle aussi adénome  |  A la section, il a un aspect lobulé  |  Il est constitué de tissu adipeux immature avec de nombreuses mitoses atypiques 
QCM || Question 89 ||  A la coupe, la tumeur est bleuâtre, translucide et a un aspect lobulé  |  Tumeur maligne formée par du tissu cartilagineux hyalin  |  La capsule et les axes conjonctifs sont des éléments microscopiques différenciant le chondrome du tissu cartilagineux hyalin normal  |  Tumeur bénigne constituée de tissu musculaire lisse  |  Tumeur bénigne formée de tissu cartilagineux hyalin  |  Il métastase souvent par voie lymphatique  |  Microscopiquement présente des zones de nécrose et de nombreuses mitoses atypiques  |  Tumeur nodulaire, bien circonscrite, encapsulée  |  Au microscope - substance basophile (chondrine) dans laquelle se trouvent des chondroplastes contenant des chondrocytes tumoraux  |  Il a un caractère infiltrant dans les tissus environnants 
QCM || Question 90 ||  Les capillaires tumoraux sont tapissés par un endothélium similaire à l'endothélium normal  |  Hémangiome caverneux - tumeur constituée de nombreux grands espaces vasculaires  |  La tumeur a une croissance lobulaire  |  Les capillaires tumoraux sont tapissés d'endothélium avec une atypie marquée  |  Hémangiome capillaire - tumeur composée de nombreux vaisseaux de type capillaire  |  Tumeur maligne formée de nombreux vaisseaux lymphatiques  |  Tumeur maligne formée de nombreux vaisseaux sanguins  |  Dans la localisation hépatique il s'appelle lymphangiome  |  Hémangiome caverneux - les cavernes contiennent des foyers de caséum  |  Tumeur bénigne formée de nombreux vaisseaux sanguins 
QCM || Question 91 ||  Elles touchent le plus souvent les enfants  |  Leur nom résulte de l'ajout du suffixe "sarcome" au nom de la cellule d'origine  |  Leur nom résulte de l'ajout du suffixe "om" au nom de la cellule d'origine  |  Elles sont souvent localisées dans les tissus mous et le squelette  |  La plupart mesurent moins de 5 cm  |  Au microscope sont caractérisées par la présence de vaisseaux sarcomateux (espaces vasculaires tapissés de cellules malignes)  |  La localisation la plus fréquente est au niveau de la tête et du cou  |  Elles donnent des métastases hématogènes |  Se développent fréquemment au-dessus du fascia superficiel  |  Macroscopiquement, le tissu tumoral a l'apparence de ′′chair de poisson′′, avec des zones de nécrose et d'hémorragie 
QCM || Question 92 ||  Situé plus fréquemment dans le cartilage  |  Tumeur bénigne du tissu osseux  |  Tumeur nodulaire, bien délimitée, encapsulée  |  Donne des métastases hématogènes  |  La tumeur osseuse primitive la plus fréquente  |  Localisé plus fréquemment au niveau des métaphyses des os longs  |  Il représente les métastases osseuses du carcinome  |  La tumeur se développe rapidement et envahit les tissus mous autour de l'os  |  C'est une tumeur épithéliale maligne  |  Tumeur maligne qui forme l'os tumoral 
QCM || Question 93 ||  Les cellules tumorales d'aspect épithélioïde ou fusiformes avec noyaux irréguliers, nucléolés, nombreuses mitoses dʼaspect atypique  |  Ils peuvent être congénitaux ou acquis  |  C'est une prolifération maligne primitive de mélanocytes  |  Les naevus à composante jonctionnelle (jonctionnel et composé) ont un potentiel de transformation maligne  |  La tumeur dérive de cellules germinales pluripotentes présentes dans les gonades  |  Tumeurs mélanocytaires bénigne  |  Ils sont pigmentés lorsque le pigment dʼanthracose s'accumule dans le derme |  La forme congénitale est appelée mélanome  |  Il existe 3 types histologiques : jonctionnel, intradermique et composé  |  Ils peuvent être pigmenté ou achromique 
QCM || Question 94 ||  L'apparition d'un lipome sous-cutané  |  Diminution du volume  |  Modification de couleur, bords irréguliers  |  L'apparition d'un papillome épidermoïde  |  Disparition de la lésion  |   satellites  |  Saignement, douleur, prurit  |  Ulcération  |  Petite lésion unique avec des limites distinctes  |  Croissance rapide 
QCM || Question 95 ||  Noyaux atrophiques, pâles  |  Rapport nucléocytoplasmique normal  |  Absence de noyaux  |  Monomorphisme cellulaire  |  Absence de mitoses  |  Anisocaryose - noyaux de taille inégale  |  Anisocytose – cellules de tailles variables  |  Pléomorphisme cellulaire –forme variable, irrégulière  |  Anomalies de forme et de taille |  Nucléoles volumineux, irréguliers, parfois multiples 
QCM || Question 96 ||  Représente une accumulation de liquide en excès dans l'interstitium et les cavités corporelles préformées  |  Représente l'augmentation de la quantité de sang dans un tissu ou un organe  |  L'œdème inflammatoire est appelé exsudat  |  L'œdème non-inflammatoire peut être produit par une pression hydrostatique basse  |  Est associée à une diminution de la perfusion tissulaire  |  L'œdème non-inflammatoire généralisé est appelé ascite  |  Le transsudat est un liquide avec une quantité réduite de protéines  |  Lʼhydropéricarde est un œdème inflammatoire  |  L'œdème hémodynamique est appelé transsudat  |  L'œdème hémodynamique est non-inflammatoire 
QCM || Question 97 ||  La lumière alvéolaire est occupée par un exsudat fibrineux  |  La surface du poumon est spongieuse, sèche  |  Macroscopiquement, le poumon est lourd, gonflé, pâle  |  À la coupe une sérosité spumeuse, rosâtre s'écoule  |  Il se produit à la suite de l'augmentation de la pression dans les veines pulmonaires  |  Il survient dans l'insuffisance cardiaque gauche aiguë  |  Il survient dans l'insuffisance cardiaque droite chronique  |  Au microscope, un exsudat purulent peut être observé dans la lumière alvéolaire  |  Œdème par transsudation du plasma vers les alvéoles  |  Lorsque le poumon est sectionné, un liquide purulent s'écoule 
QCM || Question 98 ||  Épaississement des parois alvéolaires  |  Les alvéoles contiennent un tissu de granulation  |  Un exsudat inflammatoire lymphocytaire se trouve dans la lumière alvéolaire  |  Les parois alvéolaires sont fines, atrophiées  |  Œdème interstitiel septal  |  La lumière alvéolaire est occupée par un transsudat  |  Les alvéoles pulmonaires sont hyperaérées  |  Un liquide éosinophile faible remplace le contenu aérien alvéolaire  |  Congestion des capillaires pariéto-alvéolaires |  Un exsudat mucopurulent est présent dans les parois alvéolaires et la lumière 
QCM || Question 99 ||  L'œdème localisé dans cavité péritonéale s'appelle empyème  |  Lʼœdème cardiaque est souvent localisé au niveau des membres inférieurs  |  Lʼœdème hépatique localisé s'appelle anasarque  |  Lʼœdème cardiaque est chaud et cyanotique  |  Lʼœdème cardiaque est duveteux, blanc et froid  |  Lʼœdème rénal début dans les tissus celluleux lâches (paupières, visage)  |  L'œdème cérébral est appelé ascite  |  Lʼœdème rénal a un caractère diffus - affecte toutes les parties du corps  |  L'œdème rénal apparaît initialement dans les parties déclives  |  Lʼœdème cardiaque est dépendant de la gravitation 
QCM || Question 100 ||  Anasarque  |  Empyème  |  Hydrothorax  |  Hydarthrose  |  Caverne  |  Abcès  |  Phlegmon  |  Hydrocèle |  Ascite 
QCM || Question 101 ||  Obstruction vasculaire = thrombose  |  Augmentation du volume sanguin dans un territoire = congestion |  Baisse de la perfusion tissulaire - Ascite  |  Prolifération cellulaire anormale - anasarque  |  Prolifération maligne des vaisseaux lymphatiques - lymphœdème  |  Augmentation de la perfusion tissulaire - choc  |  Arrêt ou diminution de lʼapport sanguin = ischémie  |  Ecoulement de sang hors de son circuit naturel = hémorragie  |  Augmentation de liquide extracellulaire/extravasculaire = œdème 
QCM || Question 102 ||  Œdème  |  Hémorragie  |  Congestion  |  Mélanome  |  Métaplasie  |  Dysplasie |  Ischémie  |  Sarcome  |  Hypertrophie  |  Thrombose 
QCM || Question 103 ||  Elle est pathologique dans lʼinflammation (phase vasculo-sanguine)  |  Elle apparaît physiologiquement par mécanisme nerveux réflexe  |  Cʼest l'augmentation de l'apport sanguin veineux  |  Macroscopie : coloration rouge vif, augmentation de la température locale, pulsations  |  Macroscopie : coloration rouge violacée, cyanotique, baisse de la température locale |  Conséquence d'un retour veineux défectueux, ralentissement de lʼécoulement  |  On l'appelle aussi stase veineuse  |  Elle est physiologique en cas de sollicitation fonctionnelle accrue  |  Conséquence de la diminution de l'apport sanguin artériel  |  Cʼest lʼaugmentation de l'apport de sang artériel (hyperhémie), par vasodilatation active 
QCM || Question 104 ||  On l'appelle aussi foie ictérique  |  Il est aussi appelé foie muscade  |  Le foie est gros, lisse, ferme, laissant s'écouler à la coupe du sang noirâtre  |  Sur la surface, il montre des abcès pilephlébitiques  |  On l'appelle foie gras  |  Il est causé par infection virales  |  On appelle foie cardiaque  |  Conséquence d'une insuffisance cardiaque droite ou globale  |  À la surface de la coupe, il présente des abcès cholangitiques  |  Couleur hétérogène du foie à cause de l′alternance des zones rouge, des zones jaunâtres et brunes 
QCM || Question 105 ||  Il est causé par une mycobactérie  |  Dans une stase chronique, il a l'aspect dʼinduration brune  |  Les poumons sont initialement augmentés de volume  |  Le parenchyme montre des bulles d'emphysème  |  Un sang veineux noirâtre s'échappe à la coupe  |  Il est aussi appelé poumon cardiaque  |  Il évolue fréquemment vers un adénocarcinome  |  À la coupe, un liquide trouble s'écoule  |  Congestion liée à lʼinsuffisance cardiaque gauche chronique  |  Il évolue vers une pneumonie lobaire 
QCM || Question 106 ||  Cʼest lʼextravasation de sang en dehors de son circuit naturel, au cours de la vie |  Les pétéchies représentent des hémorragies intratissulaires  |  Les hémorragies internes peuvent être intracavitaires et intratissulaires  |  L'hémorragie cérébrale est appelée leptoméningite  |  L'hémorragie dans l'interstitium rénal est appelée hydronéphrose  |  La rectorragie est une hémorragie interstitielle  |  Les ecchymoses représentent des hémorragies intratissulaires  |  Un hématome est une hémorragie externe  |  Les hémorragies peuvent être externes ou internes 
QCM || Question 107 ||  Pseudomembraneuse  |  Provoquée  |  Séreuse  |  Capillaire  |  Veineuse  |  Artérielle  |  Fibrino-purulente  |  Granulomateuse  |  Spontanée  |  Métastatique 
QCM || Question 108 ||  Ecchymose  |  Hématémèse  |  Hématurie  |  Hémoptysie  |  Purpura  |  Hémothorax  |  Pétéchies  |  Hémopéricarde  |  Méléna  |  Epistaxis 
QCM || Question 109 ||  La thrombose est l'accumulation de sang dans l'interstitium  |  Représente le processus de coagulation du sang dans le cœur et les vaisseaux intacts au cours de la vie  |  La thrombose est une extravasation de sang provenant de vaisseaux à endothélium intact  |  La thrombose est favorisée par l'hypercoagulabilité  |  Représente le processus de coagulation du sang post-mortem  |  La thrombose atriale est une complication de l'hydronéphrose  |  La thrombose veineuse est favorisée par perturbation du flux sanguin laminaire représenté par la stase ou turbulence sanguine |  Trois facteurs principaux interviennent dans la formation d'un thrombus - facteur pariétal, facteur hémodynamique, facteur sanguin |  Lʼinterruption de l'endothélium permet le contact entre le sang et la matrice extra-cellulaire sous-endothéliale avec l'apparition des thromboses artérielles et intracardiaques  |  Les thrombus sont des substances gazeuses qui circulent dans le sang 
QCM || Question 110 ||  Prend la forme du vaisseau  |  Est sec, irrégulier  |  Est lisse, brillant  |  N'adhère pas à la paroi du vaisseau  |  Est solide  |  Adhère à la paroi vasculaire  |  Est gélatineux  |  Est mat  |  Est élastique  |  Est friable 
QCM || Question 111 ||  Un thrombus oblitérant arrête le flux sanguin  |  La phlébothrombose cʼest la thrombose sur une plaque d'athérosclérose  |  Un thrombus blanc est composé de plaquettes incluses dans un réseau de fibrine  |  Le thrombus mixte associe une tête blanche, un corps strié et une queue rouge  |  Un thrombus rouge est composé de globules rouges et plaquettes dans un réseau de fibrine  |  Un thrombus pariétal rétrécit la lumière vasculaire  |  Les thrombus rouges se forment fréquemment dans les capillaires  |  Le thrombus mixte sont souvent localisés dans les grandes veines  |  Les thrombus ne se forment jamais dans le cœur  |  Les thrombus n'apparaissent pas au niveau des capillaires 
QCM || Question 112 ||  Transformation kystique  |  Calcifications  |  Régénération  |  Lise - résolution  |  Un abcès froid  |  Organisation conjonctive  |  Détachement et migration  |  Caséification  |  Cancérisation  |  Recanalisation 
